id,chapter,chapter_title,level,priority,automation,statement,evidence,sources,status,version_introduced
UXR-0210,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,MANUAL,Les composants compacts doivent conserver une séparation suffisante pour éviter les erreurs de sélection.,Les tests tactiles et pointer évaluent les éléments adjacents.,"S07,S09,S11,S23",active,1.0.0
UXR-0211,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,AUTO,"La densité doit être un profil explicite partagé, pas une série de overrides locaux.","Les tokens de densité pilotent hauteur, padding et typographie dans des limites sûres.","S07,S09,S11,S23",active,1.0.0
UXR-0212,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,AUTO,"Les variations de densité ne doivent pas modifier la sémantique, l'ordre ou la disponibilité des actions.",Le même test fonctionnel passe dans chaque profil.,"S07,S09,S11,S23",active,1.0.0
UXR-0213,11,"Espacement, forme, bordures, élévation et densité",MUST NOT,P1,MANUAL,Une carte ne doit pas être imbriquée dans une carte uniquement pour créer du relief.,"Les regroupements sémantiques utilisent sections, séparateurs ou sous-grilles.","S07,S09,S11,S23",active,1.0.0
UXR-0214,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,SEMI,Les séparateurs doivent posséder un contraste suffisant lorsqu'ils sont nécessaires à la compréhension.,Le contraste non textuel est contrôlé.,"S07,S09,S11,S23",active,1.0.0
UXR-0215,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,AUTO,"Les tokens de taille doivent inclure les dimensions des contrôles, icônes et zones interactives.",Aucune hauteur de contrôle critique n'est codée en dur dans une feature.,"S07,S09,S11,S23",active,1.0.0
UXR-0216,11,"Espacement, forme, bordures, élévation et densité",SHOULD,P2,SEMI,Les espaces verticaux doivent suivre un rythme cohérent afin d'améliorer le balayage.,La page n'accumule pas de valeurs presque identiques sans raison.,"S07,S09,S11,S23",active,1.0.0
UXR-0217,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,AUTO,Les panneaux redimensionnables doivent imposer des limites minimales et maximales utilisables.,Le contenu reste lisible et les poignées sont accessibles au clavier.,"S07,S09,S11,S23",active,1.0.0
UXR-0218,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,MANUAL,Les surfaces sticky ou fixes doivent conserver une séparation perceptible du contenu qui défile.,Le comportement est visible sans masquer les données.,"S07,S09,S11,S23",active,1.0.0
UXR-0219,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,AUTO,Les tokens de forme et d'espacement doivent fonctionner dans tous les thèmes et densités supportés.,La matrice de stories couvre les combinaisons principales.,"S07,S09,S11,S23",active,1.0.0
UXR-0220,11,"Espacement, forme, bordures, élévation et densité",MUST,P1,MANUAL,Toute nouvelle valeur fondation doit être justifiée par un besoin non couvert avant d'élargir l'échelle.,La PR explique pourquoi un token existant ne convient pas.,"S07,S09,S11,S23",active,1.0.0
UXR-0221,12,"Iconographie, images, illustrations et médias",MUST,P0,AUTO,Toute image informative doit posséder une alternative textuelle équivalente à son objectif.,Le test DOM vérifie alt ou description associée pertinente.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0222,12,"Iconographie, images, illustrations et médias",MUST,P0,AUTO,Toute image purement décorative doit être ignorée par les technologies d'assistance.,Elle utilise alt vide ou un traitement décoratif approprié.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0223,12,"Iconographie, images, illustrations et médias",MUST,P1,AUTO,Une icône interactive doit avoir un nom accessible décrivant son action.,Le bouton possède un label visible ou aria-label cohérent.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0224,12,"Iconographie, images, illustrations et médias",MUST NOT,P1,MANUAL,Une icône seule ne doit pas représenter une action rare ou ambiguë sans aide visible ou tooltip accessible.,Un test novice peut prédire l'action.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0225,12,"Iconographie, images, illustrations et médias",MUST,P1,SEMI,"Les icônes d'un même ensemble doivent partager style, épaisseur, grille et taille optique.",Le design system fournit une bibliothèque approuvée.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0226,12,"Iconographie, images, illustrations et médias",MUST,P1,MANUAL,Les icônes ne doivent pas être utilisées comme simples ornements dans chaque titre ou carte.,Chaque icône apporte reconnaissance ou signification.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0227,12,"Iconographie, images, illustrations et médias",MUST,P1,AUTO,Les icônes de statut doivent être accompagnées d'un texte ou d'un nom accessible.,La signification reste compréhensible sans voir la forme.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0228,12,"Iconographie, images, illustrations et médias",MUST,P1,AUTO,Les images de texte doivent être évitées lorsque le texte HTML peut fournir la même information.,"Le contenu reste redimensionnable, traduisible et sélectionnable.","S01,S07,S08,S15,S16",active,1.0.0
UXR-0229,12,"Iconographie, images, illustrations et médias",MUST,P1,SEMI,"Les graphiques complexes doivent posséder une description, un résumé et une alternative tabulaire lorsque nécessaire.",Un utilisateur non visuel peut obtenir les tendances et valeurs importantes.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0230,12,"Iconographie, images, illustrations et médias",MUST,P1,AUTO,Les médias doivent déclarer leurs dimensions ou réserver leur espace avant chargement.,Le CLS lié aux médias reste dans le budget.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0231,12,"Iconographie, images, illustrations et médias",MUST,P1,AUTO,Les formats et résolutions d'images doivent être adaptés à la taille rendue et au DPR.,"Le pipeline produit srcset, formats modernes ou équivalent.","S01,S07,S08,S15,S16",active,1.0.0
UXR-0232,12,"Iconographie, images, illustrations et médias",MUST NOT,P1,AUTO,Une image lourde ne doit pas être chargée pour un élément non visible ou non essentiel sans stratégie de priorité.,Le chargement différé et la priorité sont mesurés.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0233,12,"Iconographie, images, illustrations et médias",MUST,P1,SEMI,Les images générées ou modifiées par IA doivent être identifiées lorsque cette provenance est pertinente pour la confiance.,La métadonnée ou le contenu explique l'origine selon la politique produit.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0234,12,"Iconographie, images, illustrations et médias",MUST,P1,AUTO,Les avatars ne doivent pas servir d'unique identifiant de personne.,Nom ou initiales accessibles accompagnent l'image.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0235,12,"Iconographie, images, illustrations et médias",MUST,P1,MANUAL,Les drapeaux ne doivent pas représenter des langues.,Les langues utilisent leur nom ou code localisé.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0236,12,"Iconographie, images, illustrations et médias",MUST,P1,MANUAL,Les symboles culturels doivent être évalués dans les régions visées.,La revue de localisation signale les significations ambiguës ou offensantes.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0237,12,"Iconographie, images, illustrations et médias",MUST,P1,SEMI,"Les vidéos nécessaires à une tâche doivent proposer sous-titres, transcription et contrôles accessibles.","Les tests vérifient clavier, volume, pause et alternatives.","S01,S07,S08,S15,S16",active,1.0.0
UXR-0238,12,"Iconographie, images, illustrations et médias",MUST NOT,P0,AUTO,Un média ne doit pas démarrer automatiquement avec du son.,Le comportement par défaut reste silencieux et contrôlable.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0239,12,"Iconographie, images, illustrations et médias",MUST,P1,AUTO,Les animations ou vidéos doivent respecter prefers-reduced-motion et permettre la pause lorsque nécessaire.,Le mode réduit supprime ou simplifie le mouvement non essentiel.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0240,12,"Iconographie, images, illustrations et médias",MUST,P1,SEMI,"Toute nouvelle ressource média doit avoir un propriétaire, une licence et une stratégie de remplacement.",Le dépôt contient provenance et droits d'utilisation.,"S01,S07,S08,S15,S16",active,1.0.0
UXR-0241,13,"Mouvement, transitions et micro-interactions",MUST,P1,MANUAL,"Toute animation doit avoir une fonction liée à l'état, l'orientation, la progression ou le feedback.",La spécification nomme l'information transmise par le mouvement.,"S01,S07,S09,S16",active,1.0.0
UXR-0242,13,"Mouvement, transitions et micro-interactions",MUST NOT,P1,MANUAL,Une animation ne doit pas être ajoutée uniquement pour rendre l'interface « vivante ».,La revue supprime tout mouvement sans bénéfice utilisateur mesurable.,"S01,S07,S09,S16",active,1.0.0
UXR-0243,13,"Mouvement, transitions et micro-interactions",MUST,P0,AUTO,Les préférences prefers-reduced-motion doivent être respectées.,Le test réduit ou supprime les animations non essentielles.,"S01,S07,S09,S16",active,1.0.0
UXR-0244,13,"Mouvement, transitions et micro-interactions",MUST,P0,SEMI,Aucun contenu ne doit clignoter au-delà des seuils de sécurité applicables.,Les médias et animations sont contrôlés contre le risque de flash.,"S01,S07,S09,S16",active,1.0.0
UXR-0245,13,"Mouvement, transitions et micro-interactions",MUST,P1,AUTO,Les transitions doivent être courtes et cohérentes avec la distance et l'importance du changement.,Les tokens de durée et easing sont utilisés.,"S01,S07,S09,S16",active,1.0.0
UXR-0246,13,"Mouvement, transitions et micro-interactions",MUST NOT,P1,AUTO,transition: all ne doit pas être utilisée dans le code de production.,Chaque propriété animée est explicitement listée.,"S01,S07,S09,S16",active,1.0.0
UXR-0247,13,"Mouvement, transitions et micro-interactions",MUST,P1,AUTO,Les animations doivent privilégier transform et opacity pour éviter les recalculs de layout coûteux.,Les profils de performance ne montrent pas de jank lié au mouvement.,"S01,S07,S09,S16",active,1.0.0
UXR-0248,13,"Mouvement, transitions et micro-interactions",MUST,P1,AUTO,Un changement d'état critique ne doit pas dépendre uniquement d'une animation fugace.,"Le nouvel état persiste par texte, icône ou statut.","S01,S07,S09,S16",active,1.0.0
UXR-0249,13,"Mouvement, transitions et micro-interactions",MUST,P1,SEMI,L'ouverture et la fermeture d'un overlay doivent préserver la relation avec l'élément déclencheur.,Le mouvement et le focus indiquent origine et destination.,"S01,S07,S09,S16",active,1.0.0
UXR-0250,13,"Mouvement, transitions et micro-interactions",MUST,P1,MANUAL,Les listes réordonnées doivent permettre de comprendre ce qui a changé.,Un feedback textuel ou spatial accompagne la transition.,"S01,S07,S09,S16",active,1.0.0
UXR-0251,13,"Mouvement, transitions et micro-interactions",SHOULD,P2,AUTO,Les animations de chargement répétées doivent être synchronisées pour éviter un écran visuellement bruyant.,Les skeletons utilisent une cadence commune.,"S01,S07,S09,S16",active,1.0.0
UXR-0252,13,"Mouvement, transitions et micro-interactions",MUST NOT,P1,AUTO,Un skeleton ne doit pas simuler une structure différente du contenu final.,La transition vers les données évite les déplacements inattendus.,"S01,S07,S09,S16",active,1.0.0
UXR-0253,13,"Mouvement, transitions et micro-interactions",MUST,P1,AUTO,Une animation interrompue par navigation ou changement d'état doit se terminer proprement.,Aucun composant ne reste bloqué en état intermédiaire.,"S01,S07,S09,S16",active,1.0.0
UXR-0254,13,"Mouvement, transitions et micro-interactions",MUST,P1,MANUAL,Le mouvement ne doit pas retarder l'accès à une action urgente.,Les actions critiques restent immédiatement disponibles ou l'animation est contournable.,"S01,S07,S09,S16",active,1.0.0
UXR-0255,13,"Mouvement, transitions et micro-interactions",MUST,P1,SEMI,Les indicateurs de progression indéterminée et déterminée doivent être choisis selon la connaissance réelle de l'avancement.,Une durée inconnue n'affiche pas un pourcentage fabriqué.,"S01,S07,S09,S16",active,1.0.0
UXR-0256,13,"Mouvement, transitions et micro-interactions",MUST,P1,AUTO,"Une animation longue doit pouvoir être ignorée, accélérée ou interrompue.",Le parcours ne force pas l'attente d'un effet non nécessaire.,"S01,S07,S09,S16",active,1.0.0
UXR-0257,13,"Mouvement, transitions et micro-interactions",SHOULD,P2,AUTO,Les micro-interactions doivent renforcer la cohérence du design system plutôt que varier par feature.,Les mêmes états utilisent les mêmes durées et comportements.,"S01,S07,S09,S16",active,1.0.0
UXR-0258,13,"Mouvement, transitions et micro-interactions",MUST,P1,MANUAL,Les transitions d'état en temps réel doivent éviter de capter l'attention pour des événements non critiques.,La priorité d'animation suit la sévérité métier.,"S01,S07,S09,S16",active,1.0.0
UXR-0259,13,"Mouvement, transitions et micro-interactions",MUST,P1,SEMI,Les animations doivent être testées sous charge CPU réduite et sur matériel moins performant.,Le produit reste manipulable sans frames longues.,"S01,S07,S09,S16",active,1.0.0
UXR-0260,13,"Mouvement, transitions et micro-interactions",MUST,P1,SEMI,"Tout nouveau pattern de mouvement doit documenter son objectif, sa durée, son easing et son mode réduit.",La story du composant inclut ces variantes.,"S01,S07,S09,S16",active,1.0.0
UXR-0261,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,Les parcours et composants de production doivent viser au minimum WCAG 2.2 niveau AA.,La matrice de conformité et les tests couvrent les critères applicables.,"S01,S02,S17",active,1.0.0
UXR-0262,14,Fondations d'accessibilité et conception inclusive,MUST,P0,MANUAL,L'accessibilité doit être traitée dès la spécification et non ajoutée après le développement.,"Chaque Screen Specification inclut clavier, sémantique, zoom, contraste et alternatives.","S01,S02,S17",active,1.0.0
UXR-0263,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,L'utilisation de composants accessibles ne dispense pas de tester le parcours complet.,"Les tests E2E couvrent ordre, messages, focus et états combinés.","S01,S02,S17",active,1.0.0
UXR-0264,14,Fondations d'accessibilité et conception inclusive,MUST,P0,AUTO,Le HTML natif approprié doit être préféré à une reconstruction ARIA équivalente.,"Le code utilise button, a, input, table et landmarks quand ils conviennent.","S01,S02,S17",active,1.0.0
UXR-0265,14,Fondations d'accessibilité et conception inclusive,MUST NOT,P0,SEMI,Une ARIA incorrecte ne doit pas être ajoutée pour satisfaire un linter.,La sémantique est vérifiée dans l'arbre d'accessibilité et avec interaction réelle.,"S01,S02,S17",active,1.0.0
UXR-0266,14,Fondations d'accessibilité et conception inclusive,MUST,P0,AUTO,Toutes les fonctionnalités doivent être disponibles au clavier sauf gestes intrinsèquement dépendants d'un tracé libre.,Le parcours sans souris atteint et active chaque contrôle.,"S01,S02,S17",active,1.0.0
UXR-0267,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,"Le contenu doit rester compréhensible sans perception de couleur, son, position ou forme seule.",Des alternatives textuelles et structurelles redondantes existent.,"S01,S02,S17",active,1.0.0
UXR-0268,14,Fondations d'accessibilité et conception inclusive,MUST,P0,AUTO,Le zoom navigateur à 200 % et le reflow jusqu'à 320 CSS px doivent préserver contenu et actions.,Les tests automatiques et manuels n'observent aucune perte fonctionnelle.,"S01,S02,S17",active,1.0.0
UXR-0269,14,Fondations d'accessibilité et conception inclusive,MUST,P0,AUTO,Les cibles pointer doivent respecter au minimum WCAG 2.2 et le standard interne de 44 px pour le tactile principal.,Les exceptions sont documentées et l'espacement compense les petites cibles.,"S01,S02,S17",active,1.0.0
UXR-0270,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,"Les contenus temporels, animés ou auto-actualisés doivent fournir pause, arrêt ou contrôle lorsque requis.",Le test vérifie la capacité de stabiliser l'expérience.,"S01,S02,S17",active,1.0.0
UXR-0271,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,"Les erreurs, avertissements et succès doivent être annoncés de façon accessible au moment pertinent.",Le rôle live ou le focus est choisi sans produire de bavardage excessif.,"S01,S02,S17",active,1.0.0
UXR-0272,14,Fondations d'accessibilité et conception inclusive,MUST,P0,AUTO,"Les contrôles doivent avoir un nom accessible, un rôle et un état corrects.",Les snapshots ARIA et tests par rôle valident le rendu.,"S01,S02,S17",active,1.0.0
UXR-0273,14,Fondations d'accessibilité et conception inclusive,MUST,P0,AUTO,L'ordre de lecture programmatique doit suivre l'ordre logique de la tâche.,Le DOM n'est pas réordonné uniquement par CSS de façon trompeuse.,"S01,S02,S17",active,1.0.0
UXR-0274,14,Fondations d'accessibilité et conception inclusive,MUST,P0,AUTO,"Les utilisateurs doivent pouvoir agrandir le texte et utiliser leurs préférences de contraste, police et mouvement.",Aucune meta viewport ou CSS ne bloque ces adaptations.,"S01,S02,S17",active,1.0.0
UXR-0275,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,Les contenus multimédias doivent fournir les alternatives nécessaires à l'information et à l'interaction.,"Sous-titres, transcription, audiodescription ou texte équivalent sont présents selon le cas.","S01,S02,S17",active,1.0.0
UXR-0276,14,Fondations d'accessibilité et conception inclusive,MUST,P0,MANUAL,Les composants doivent être testés avec au moins un lecteur d'écran représentatif sur les parcours critiques.,"Le rapport consigne navigateur, lecteur, version et résultat.","S01,S02,S17",active,1.0.0
UXR-0277,14,Fondations d'accessibilité et conception inclusive,MUST,P1,MANUAL,"Les tests inclusifs doivent considérer limitations permanentes, temporaires et situationnelles.",Les scénarios couvrent diversité de capacités et de contextes.,"S01,S02,S17",active,1.0.0
UXR-0278,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,"Une dérogation d'accessibilité doit être temporaire, visible et accompagnée d'une mesure compensatoire.","Le registre contient gravité, utilisateurs affectés, échéance et ticket.","S01,S02,S17",active,1.0.0
UXR-0279,14,Fondations d'accessibilité et conception inclusive,MUST NOT,P0,MANUAL,Une fonctionnalité inaccessible ne doit pas être présentée comme terminée parce qu'un scan automatisé est vert.,La Definition of Done exige contrôles automatiques et manuels.,"S01,S02,S17",active,1.0.0
UXR-0280,14,Fondations d'accessibilité et conception inclusive,MUST,P0,SEMI,Toute régression d'accessibilité critique doit bloquer la release comme une régression fonctionnelle.,La CI et le processus incident classent ces défauts comme bloquants.,"S01,S02,S17",active,1.0.0
UXR-0281,15,"Clavier, focus et ordre d’interaction",MUST,P0,AUTO,Chaque contrôle interactif doit être atteignable au clavier dans un ordre logique.,Un test Tab et Shift+Tab couvre le parcours complet.,"S01,S02",active,1.0.0
UXR-0282,15,"Clavier, focus et ordre d’interaction",MUST,P0,SEMI,Le focus clavier doit toujours être visible avec un contraste et une surface suffisants.,Le focus reste perceptible sur tous les thèmes et états.,"S01,S02",active,1.0.0
UXR-0283,15,"Clavier, focus et ordre d’interaction",MUST NOT,P0,AUTO,outline: none ou outline: 0 ne doit pas supprimer le focus sans remplacement équivalent.,Le linter bloque les suppressions non compensées.,"S01,S02",active,1.0.0
UXR-0284,15,"Clavier, focus et ordre d’interaction",MUST,P0,AUTO,Aucun composant ne doit créer de piège clavier involontaire.,L'utilisateur peut quitter chaque zone avec les commandes attendues.,"S01,S02",active,1.0.0
UXR-0285,15,"Clavier, focus et ordre d’interaction",MUST,P0,AUTO,"Les modales doivent déplacer le focus à l'intérieur, le contenir, puis le restaurer au déclencheur.","Les tests couvrent ouverture, Tab, Escape et fermeture.","S01,S02",active,1.0.0
UXR-0286,15,"Clavier, focus et ordre d’interaction",MUST,P0,AUTO,"Le focus ne doit pas être masqué par un header, footer ou overlay sticky.",Le scroll automatique laisse l'élément focalisé entièrement ou partiellement visible selon WCAG.,"S01,S02",active,1.0.0
UXR-0287,15,"Clavier, focus et ordre d’interaction",MUST,P0,AUTO,Un tabindex positif ne doit pas être utilisé pour réordonner artificiellement le focus.,Le DOM porte l'ordre logique et tabindex vaut 0 ou -1 selon le besoin.,"S01,S02",active,1.0.0
UXR-0288,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,Les widgets composites doivent suivre le modèle clavier WAI-ARIA correspondant.,"Flèches, Home, End, Enter, Space et Escape sont testés selon le pattern.","S01,S02",active,1.0.0
UXR-0289,15,"Clavier, focus et ordre d’interaction",MUST,P1,SEMI,"Les raccourcis à caractère unique doivent pouvoir être désactivés, remappés ou limités au focus pertinent.",La configuration évite les déclenchements avec technologies vocales.,"S01,S02",active,1.0.0
UXR-0290,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,Un clic sur une carte entière ne doit pas créer plusieurs destinations ambiguës au clavier.,La structure sépare lien principal et actions secondaires.,"S01,S02",active,1.0.0
UXR-0291,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,Les éléments non interactifs ne doivent pas recevoir de focus uniquement pour être annoncés.,"La lecture sémantique utilise titres, régions ou descriptions appropriées.","S01,S02",active,1.0.0
UXR-0292,15,"Clavier, focus et ordre d’interaction",MUST,P1,MANUAL,Le focus programmatique doit être déplacé seulement lorsqu'il aide l'utilisateur à comprendre un changement.,Chaque déplacement possède une raison documentée et prévisible.,"S01,S02",active,1.0.0
UXR-0293,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,"Après une suppression, le focus doit aller vers un élément logique proche ou le message de résultat.",Le test évite un retour au début de page ou une perte de focus.,"S01,S02",active,1.0.0
UXR-0294,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,"Après validation avec erreurs, le focus doit atteindre un résumé ou le premier champ invalide selon le pattern choisi.",Les messages et liens d'erreur restent cohérents.,"S01,S02",active,1.0.0
UXR-0295,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,Les menus doivent s'ouvrir et se fermer avec les touches attendues sans déclencher l'action du parent.,"Le test clavier couvre activation, navigation et Escape.","S01,S02",active,1.0.0
UXR-0296,15,"Clavier, focus et ordre d’interaction",MUST,P1,SEMI,Les zones scrollables au clavier doivent être identifiables et utilisables sans capturer inutilement les flèches.,Le comportement natif est conservé tant qu'un widget spécialisé n'est pas requis.,"S01,S02",active,1.0.0
UXR-0297,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,Les contrôles drag-and-drop doivent proposer une alternative clavier complète.,Des boutons ou menus permettent les mêmes réorganisations avec feedback.,"S01,S02",active,1.0.0
UXR-0298,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,Le focus ne doit pas être réinitialisé à chaque mise à jour temps réel ou refetch.,Les clés et re-renders préservent l'élément actif.,"S01,S02",active,1.0.0
UXR-0299,15,"Clavier, focus et ordre d’interaction",MUST,P1,AUTO,Les skip links doivent permettre d'atteindre rapidement le contenu principal et les zones critiques des interfaces denses.,Ils sont visibles au focus et testés.,"S01,S02",active,1.0.0
UXR-0300,15,"Clavier, focus et ordre d’interaction",MUST,P0,MANUAL,Chaque nouvelle interaction personnalisée doit être testée uniquement au clavier avant approbation.,La checklist de revue contient le résultat et les touches utilisées.,"S01,S02",active,1.0.0
UXR-0301,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P0,AUTO,Chaque page doit utiliser un landmark main unique pour son contenu principal.,Le snapshot ARIA expose un main identifiable.,"S01,S02,S20",active,1.0.0
UXR-0302,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,AUTO,"Les zones répétées comme navigation, recherche et aside doivent avoir des landmarks et noms distincts lorsque plusieurs existent.",Les régions sont différenciables dans la liste des landmarks.,"S01,S02,S20",active,1.0.0
UXR-0303,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P0,AUTO,Les titres doivent former une structure hiérarchique cohérente et descriptive.,Un audit de headings confirme niveaux et libellés.,"S01,S02,S20",active,1.0.0
UXR-0304,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P0,AUTO,"Les boutons, liens, champs et widgets doivent posséder des noms accessibles uniques dans leur contexte.",Les tests getByRole avec name sélectionnent sans ambiguïté.,"S01,S02,S20",active,1.0.0
UXR-0305,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST NOT,P0,AUTO,Un élément focusable ne doit pas être caché aux technologies d'assistance avec aria-hidden.,Le linter et le test DOM détectent cette contradiction.,"S01,S02,S20",active,1.0.0
UXR-0306,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P0,AUTO,"Les états checked, selected, expanded, pressed, invalid et disabled doivent être exposés lorsque le widget les possède.",Le snapshot ARIA reflète les transitions réelles.,"S01,S02,S20",active,1.0.0
UXR-0307,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P0,SEMI,Les mises à jour dynamiques importantes doivent être annoncées par une région live adaptée à leur priorité.,Le test lecteur d'écran vérifie une annonce utile et non répétitive.,"S01,S02,S20",active,1.0.0
UXR-0308,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST NOT,P1,MANUAL,"Une région aria-live ne doit pas annoncer chaque tick, prix ou événement non critique d'un flux rapide.",Les événements sont regroupés et filtrés par importance.,"S01,S02,S20",active,1.0.0
UXR-0309,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P0,AUTO,"Les tableaux de données doivent utiliser caption, en-têtes et associations appropriées.",Le DOM expose lignes et colonnes compréhensibles.,"S01,S02,S20",active,1.0.0
UXR-0310,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,AUTO,Les listes visuelles doivent utiliser des structures de liste lorsqu'elles représentent réellement une collection.,Le lecteur d'écran annonce le nombre et les éléments.,"S01,S02,S20",active,1.0.0
UXR-0311,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,AUTO,Les groupes de contrôles liés doivent être programmatiquement regroupés et nommés.,"fieldset, legend ou group avec label est présent.","S01,S02,S20",active,1.0.0
UXR-0312,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,AUTO,Les descriptions supplémentaires doivent utiliser aria-describedby ou du texte associé sans remplacer le nom principal.,Le nom reste court et la description apporte le contexte.,"S01,S02,S20",active,1.0.0
UXR-0313,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST NOT,P1,AUTO,aria-label ne doit pas écraser un libellé visible avec un terme différent.,Le nom accessible commence par ou correspond au texte visible pertinent.,"S01,S02,S20",active,1.0.0
UXR-0314,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,AUTO,Les icônes décoratives doivent être masquées de l'arbre d'accessibilité.,Elles n'ajoutent pas de bruit à l'annonce du contrôle.,"S01,S02,S20",active,1.0.0
UXR-0315,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,SEMI,Les contenus conditionnels doivent être insérés à un endroit logique dans l'ordre de lecture.,Le focus et la lecture trouvent le nouveau contenu sans saut incohérent.,"S01,S02,S20",active,1.0.0
UXR-0316,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,MANUAL,Les détails techniques volumineux doivent être regroupés dans une région nommée et repliable lorsque pertinent.,Le lecteur peut ignorer ou ouvrir la section de diagnostic.,"S01,S02,S20",active,1.0.0
UXR-0317,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,SEMI,Les valeurs abrégées visuellement doivent fournir une forme prononçable ou un libellé accessible lorsque nécessaire.,Les unités et symboles sont compris lors de l'écoute.,"S01,S02,S20",active,1.0.0
UXR-0318,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,AUTO,Le document doit définir correctement la langue globale et les changements de langue internes.,Les attributs lang sont présents et valides.,"S01,S02,S20",active,1.0.0
UXR-0319,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P1,AUTO,Le sens d'une séquence ne doit pas reposer sur un ordre CSS différent du DOM.,"L'ordre de lecture, focus et perception visuelle restent compatibles.","S01,S02,S20",active,1.0.0
UXR-0320,16,"Sémantique HTML, lecteurs d’écran et arbre d’accessibilité",MUST,P0,AUTO,Chaque écran critique doit disposer d'un snapshot de l'arbre d'accessibilité ou d'assertions équivalentes revues.,Les changements structurels produisent un diff explicite en CI.,"S01,S02,S20",active,1.0.0
UXR-0321,17,"Formulaires, saisie et choix",MUST,P0,AUTO,Chaque champ doit avoir un label visible et programmatique décrivant la donnée attendue.,Le label est lié au contrôle et reste visible après saisie.,"S01,S02,S10,S20",active,1.0.0
UXR-0322,17,"Formulaires, saisie et choix",MUST NOT,P0,AUTO,Un placeholder ne doit pas remplacer un label.,Le test DOM trouve un label associé hors placeholder.,"S01,S02,S10,S20",active,1.0.0
UXR-0323,17,"Formulaires, saisie et choix",MUST,P1,AUTO,Le type d'input et autocomplete doivent correspondre à la donnée demandée lorsque disponibles.,"Les attributs facilitent clavier, validation et remplissage automatique.","S01,S02,S10,S20",active,1.0.0
